ADV-ID,Class,Gender,Major1,Major2,Major3,Bus-City,Bus-State,Bus-Zipcode,Bus-Country,Job-Title,Field of Work,Industry,Employer
0007423257,1974,M,Political Economy,,,Boston,MA,02114,,Regional Counsel,Attorney,Government,U.S. Environmental Protection Agency
0007257655,1972,M,Political Economy,,,Boston,MA,02110-2804,,Vice President,Banking,Banking/Financial Service,State Street Bank and Trust
0008166190,1981,M,Political Economy,,,Boston,MA,02110-4104,,Portfolio Manager,Investments,,"Eaton Vance Management, Inc."
0008060335,1980,M,Political Economy,,,Boston,MA,02116,,President,Real Estate,,"Mitchell Properties, LLC"
0008435377,1984,M,Political Economy,,,Boston,MA,02210,,Tax Counsel,Attorney,Manufacturing,Cabot Corporation
0008376384,1983,M,Political Economy,,,Boston,MA,02110,,"Managing Director, Inst. Research",Investments,Banking/Financial Service,"Cowen and Company, LLC"
0007582607,1975,M,Political Economy,,,Boston,MA,02110,,Partner,Attorney,Law/Legal Service/Courts,"Bingham, McCutchen LLP"
0010008192,1990,M,Political Economy,,,Boston,MA,02118,,Director of Labor Relations,,Government,Boston Public Health Commission
0010007881,1988,M,Political Economy,,,Boston,MA,02111,,Ophthalmologist,Physician/Surgeon,,New England Eye Center
0010023763,1996,M,Political Economy,,,Boston,MA,02115,,Youth Sports Specialist,Public Health,,Northeastern Universtiy
0010015571,1992,M,Political Economy,,,Boston,MA,02108,,"VP, Fixed Income Banking",Banking,Banking/Financial Service,RBC Capital Markets
0010041512,2004,M,Political Economy,,,Boston,MA,02110,,,,,Unknown
0008122995,1981,M,Political Economy,,,Boston,MA,02199-3600,,Partner,Attorney,Law/Legal Service/Courts,Ropes & Gray LLP
0008405881,1984,M,Political Economy,,,Boston,MA,02110,,Managing Principal,Investments,,"Stategic Value Capital Mngmt., LLC"
0007427305,1974,M,Political Economy,,,Boston,MA,02110,,Director,Consulting,Consulting,KPMG L.L.P.
0010024158,1996,M,Political Economy,,,Boston,MA,02116,,Vice President,Insurance,,Liberty Mutual
0010048173,2007,M,Political Economy,,,Boston,MA,02109,,Associate,,,The Parthenon Group
0007779235,1977,F,Political Economy,,,Boston,MA,02111-1552,,Patient Accounts Analyst,Accounting/Auditing,Health Care/Hospital/Medical Serv.,Tufts Medical Center
0010037041,2002,F,Political Economy,,,Boston,MA,02110-3536,,Attorney,Attorney,Law/Legal Service/Courts,Cooley Manion Jones LLP
0010017785,1993,M,Political Economy,,,Boston,MA,02210-2221,,Research Analyst,,Banking/Financial Service,"Middleton & Company, Inc."
0006893223,1968,M,Political Economy,,,Boston,MA,02116,,President,Finance,Banking/Financial Service,Weiss Asset Management
0007104872,1971,M,Political Economy,,,Boston,MA,02132,,General Counsel,Attorney,Manufacturing,ABnote North America
0008375890,1983,M,Political Economy,,,Boston,MA,02116,,Financial Analyst,Finance,,MFS Investment Management
0010030256,1999,M,Political Economy,,,Boston,MA,02109,,,Consulting,,Altman Vilandrie & Co.
0010032502,2000,M,Political Economy,Art,,Boston,MA,02109-1827,,"Vice President, Change Management",Consulting,,Sovereign Bank
0010056634,2011,F,Political Economy,,,Boston,MA,02111-2657,,Project Analyst,Law/Legal Services (non-attorney),,"Mintz, Levin, Cohn Ferris, et al."
0010057315,2011,M,Political Economy,,,Boston,MA,02116,,Business Analyst,Consulting,Consulting,Deloitte Consulting
0010023745,1996,M,Political Economy,,,Boston,MA,02210,,Founder & CEO,,,Next Step Living
0010056942,2011,M,Political Economy,,,Boston,MA,02116,,Associate Consultant,Consulting,Consulting,Bain & Company
0005822768,1958,M,Political Science,,,Boston,MA,02108,,,Attorney,,Law Office of Dever & Dever
0005572422,1955,M,Political Science,,,Boston,MA,02215-1401,,,Physician/Surgeon,,Boston University
0006109013,1961,M,Political Science,,,Boston,MA,02115,,Teacher,Educator,,Winsor School
0006247131,1962,M,Political Science,,,Boston,MA,02210,,Partner,Attorney,,"Foley, Hoag LLP"
0006832151,1968,M,Political Science,,,Boston,MA,02111-2602,,Member,Attorney,Law/Legal Service/Courts,"Mintz, Levin, Cohn, Ferris et al."
0007353755,1973,M,Political Science,,,Boston,MA,02110,,Partner,,,KPMG L.L.P.
0007242683,1972,M,Political Science,,,Boston,MA,02210-2427,,Vice President/General Counsel,Attorney,,Panera Bread Co.
0007940495,1979,F,Political Science,,,Boston,MA,02108,,Hospital Coordinator,Public Health,,Mass. Dept. of Public Health
0008087855,1980,M,Political Science,,,Boston,MA,02215,,Political Reporter,Journalist/Reporter,Media/Communications,WBUR
0010008153,1986,M,Political Science,,,Boston,MA,02111,,Senior Vice President,Investments,,Liberty Funds Group
0008068550,1980,M,Political Science,,,Boston,MA,02110-1802,,Partner,Attorney,,"Bartlett, Hackett, Feinberg, P.C."
0007073927,1970,M,Political Science,,,Boston,MA,02118,,"Area Director, Chief Executive Off.",Business Administration,Government,Commonwealth of Massachusetts
0008280640,1982,M,Political Science,Sociology,,Boston,MA,02109,,Counselor-at-Law,Attorney,Law/Legal Service/Courts,Hays & Skerry
0010008480,1989,M,Political Science,,,Boston,MA,02210,,"Director, Promotions",Advertising/Marketing,,Boston Beer Company
0010017862,1993,F,Political Science,,,Boston,MA,02117,,Counsel,Attorney,Insurance,Liberty Mutual Group
0010035806,2001,F,Political Science,French,,Boston,MA,02110,,,Attorney,,Ropes & Gray LLP
0010009859,1989,M,Political Science,,,Boston,MA,02114,,Prosecuting Counsel,Attorney,Government,Department of Public Health
0010017800,1993,M,Political Science,,,Boston,MA,02108,,,,,Morgan Keegan
0010032266,2000,M,Political Science,,,Boston,MA,02108,,General Counsel,Attorney,Government,Mass. Executive Office of Education
0010007965,1987,M,Political Science,Classics,,Boston,MA,02109,,Senior Counsel,Attorney,Law/Legal Service/Courts,Goodwin Procter LLP
0010007851,1988,M,Political Science,,,Boston,MA,02118-2632,,,Designing,Construction,Shawmut Design and Construction
0010008189,1989,F,Political Science,,,Boston,MA,02210,,Appeals Attorney,Attorney,Law/Legal Service/Courts,U.S. Court of Appeals
0010021674,1995,M,Political Science,,,Boston,MA,02199,,Controller,,,"Jenzabar, Inc."
0010041904,2004,M,Political Science,,,Boston,MA,02111,,Executive Search Associate,,,"Daley & Associates, LLC"
0007940020,1979,M,Political Science,Spanish,,Boston,MA,02110-3338,,Director,Attorney,Law/Legal Service/Courts,"Goulston & Storrs, P.C."
0010009912,1990,M,Political Science,,,Boston,MA,02136-3158,,Headmaster,,,The Engineering School
0010019826,1994,M,Political Science,,,Boston,MA,02116,,"Director, U.S Retail Marketing",Investments,,MFS Investment Management
0010046468,2006,M,Political Science,,,Boston,MA,02108,,Paralegal,Law/Legal Services (non-attorney),,Massachusetts Attorney General
0008252678,1982,M,Political Science,,,Boston,MA,02210-1131,,Chief Operating Officer,Management,Education - Pre-school-12,Peace Games
0004973686,1949,M,Political Science,Economics,,Boston,MA,02110,,,,,"Mayflower Advisors, LLC"
0010037468,2002,M,Political Science,,,Boston,MA,02110-2624,,Associate,Attorney,Law/Legal Service/Courts,Ropes & Gray LLP
0010017813,1993,M,Political Science,,,Boston,MA,02114,,,Physician/Surgeon,Health Care/Hospital/Medical Serv.,Massachusetts General Hospital
0010044063,2005,M,Political Science,,,Boston,MA,02210-1224,,Associate Product Specialist,,Computers/Information Service,"Eze Castle Software, LLC"
0007549838,1975,M,Political Science,,,Boston,MA,02110,,,,,Banc of America Securities
0010008116,1988,M,Political Science,,,Boston,MA,02111,,Vice President & Sr. Counsel,Attorney,Banking/Financial Service,State Street Bank and Trust
0010008543,1986,M,Political Science,,,Boston,MA,02115-3134,,President & COO,,,"Charity Partners, Inc."
0006840473,1968,M,Political Science,,,Boston,MA,02109-2129,,Partner,Attorney,Law/Legal Service/Courts,Sullivan & Worcester LLP
0010030392,1999,M,Political Science,,,Boston,MA,02111-2701,,Vice President of Community,Management,Media/Communications,MocoSpace
0010039071,2003,M,Political Science,,,Boston,MA,02109-1930,,,Attorney,Law/Legal Service/Courts,WilmerHale
0010015378,1992,M,Political Science,Geology & Mineralogy,,Boston,MA,02110,,Managing Director,Consulting,,"Cambridge Associates, LLC"
0008188974,1981,M,Political Science,,,Boston,MA,02210-2285,Japan,General of Japan in Boston,,Government,Japanese Consulate
0010015362,1992,M,Political Science,,,Boston,MA,01760,,Director of Corporate Services,,Health Care/Hospital/Medical Serv.,The Mentor Network
0007793217,1977,F,Political Science,,,Boston,MA,02115-6030,,Executive Director,Education Administrator,Research/Laboratory,Harvard Catalyst
0010018268,1993,M,Political Science,History,,Boston,MA,02110,,Executive Director,Investments,Banking/Financial Service,Morgan Stanley
0010048143,2007,M,Political Science,,,Boston,MA,02116,,Associate,Finance,Real Estate,NewStar Financial
0007105754,1971,M,Political Science,,,Boston,MA,02108,,Professor,Educator,Education - College/University,Suffolk University
0010040121,2003,M,Political Science,,,Boston,MA,02116,,Vice President,Finance,Banking/Financial Service,Summit Partners
0010041218,2004,M,Political Science,,,Boston,MA,02116,,Vice President,Finance,,Riverside Partners
0008314670,1983,F,Political Science,,,Boston,MA,02114-2925,,,Attorney,Law/Legal Service/Courts,"Kotin, Crabtree & Strong, LLC"
0010019731,1994,F,Political Science,,,Boston,MA,02109,,Counsel,Attorney,Law/Legal Service/Courts,WilmerHale
0010037087,2002,F,Political Science,History,,Boston,MA,02110,,Associate,Attorney,Health Care/Hospital/Medical Serv.,Rackemann Sawyer & Brewster
0010047264,2006,F,Political Science,,,Boston,MA,02118-2531,,,,,
0005801677,1958,M,Psychology,,,Boston,MA,02115,,Associate Professor,Physician/Surgeon,Health Care/Hospital/Medical Serv.,Harvard Medical School
0006676792,1966,M,Psychology,,,Boston,MA,02109-3902,,,,,"Sawyer & Co., Inc."
0007105990,1971,M,Psychology,,,Boston,MA,02115-5724,,Associate Prof. of Neurology,Research,,Children's Hospital
0007462406,1974,M,Psychology,,,Boston,MA,02215-3693,,,Music/Singing/Performing Arts,,Self-employed
0007753355,1977,M,Psychology,Economics,,Boston,MA,02117-0763,,President & CEO,Public Policy,,Associated Industries of Massachusetts
0008011750,1980,F,Psychology,,,Boston,MA,02108-2505,,School Psychologist,Psychology,,Boston Public Schools
0010035965,2000,M,Psychology,English,,Boston,MA,02108,,Research Associate,Consulting,,Aberdeen Group
0010009173,1987,F,Psychology,,,Boston,MA,02115,,School-Based Clinician,Psychology,Social Services,Judge Bakou Children's Center
0010008260,1989,M,Psychology,,,Boston,MA,02210,,Program Coordinator,Civil Service,Social Services,Statewide Head Injury Program
0007451680,1974,M,Psychology,,,Boston,MA,02116-3706,,Vice President,Actuary,,MetLife
0010027953,1999,M,Psychology,,,Boston,MA,02110,,Online Marketing Manager (Senior),Advertising/Marketing,Banking/Financial Service,Fleet Boston Financial
0008182545,1981,M,Psychology,,,Boston,MA,02115,,Noninvasive Cardiology,Physician/Surgeon,,Brigham & Women's Hospital
0010021691,1995,M,Psychology,,,Boston,MA,02110-3115,,Head Trader,Public Health,Computers/Information Service,DG Capital
0008182550,1981,M,Psychology,,,Boston,MA,02115-5724,,Pediatric Nephrologist,Physician/Surgeon,Health Care/Hospital/Medical Serv.,The Children's Hospital Boston
0010035870,2001,F,Psychology,Neuroscience,,Boston,MA,02115,,,,Education - College/University,Harvard University
0010032275,2000,F,Psychology,,,Boston,MA,02129,,"VP, Sales Desk Manager",Investments,Banking/Financial Service,Columbia Management Group
0010027921,1998,F,Psychology,,,Boston,MA,02116,,Associate Producer,Management,Publishing,Pearson Addison-Wesley
0010009008,1987,M,Psychology,,,Boston,MA,02129,,Science Teacher,Educator,Education - Pre-school-12,Edwards Middle School
0010032295,2000,F,Psychology,,,Boston,MA,02199,,Consultant,,Consulting,Towers Watson
0006847569,1968,M,Psychology,,,Boston,MA,02110-1616,,Partner,Attorney,Law/Legal Service/Courts,Burns & Levinson LLP
0010025968,1997,M,Psychology,,,Boston,MA,02118,,Research Fellowship,,,Harvard Medical School
0010030123,1999,F,Psychology,,,Boston,MA,02110,,Registered Nurse-Critical Care,Nurse/Nurse Pract./Physicians Asst.,Health Care/Hospital/Medical Serv.,Boston Medical Center
0010015780,1992,M,Psychology,,,Boston,MA,01110,,Vice President,Investments,Banking/Financial Service,"Wellington Management Co., LLP"
0008500106,1985,F,Psychology,,,Boston,MA,02215-3631,,Director of Collections Services,Library/Archives,Library,Massachusetts Historical Society
0008236178,1982,F,Psychology,English,,Boston,MA,02210,,Director,,,Foley Hoag LLP
0010030127,1999,F,Psychology,,,Boston,MA,02108,,Assistant Corporation Counsel,Attorney,Law/Legal Service/Courts,Boston Public Schools
0010015358,1992,M,Psychology,,,Boston,MA,02110,,Managing Partner,Finance,,Balter Capital Management
0010040123,2003,M,Psychology,Political Economy,,Boston,MA,02139,,Quantitative Associate,Investments,,"Eaton Vance Management, Inc."
0010023897,1997,F,Psychology,,,Boston,MA,02109,,,,,Wilmer Cutler Pickering Hale & Dorr
0010028060,1998,F,Psychology,,,Boston,MA,02115-5728,,,Physician/Surgeon,Health Care/Hospital/Medical Serv.,Longwood Pediatrics
0008428665,1984,M,Psychology,,,Boston,MA,02210,,Vice President,Real Estate,Real Estate,CBRE Capital Markets
0010025914,1997,F,Psychology,History,,Boston,MA,02199,,,,,The First Marblehead Corporation
0010034726,2001,M,Psychology,,,Boston,MA,02110,,Vice President,,,Capital Crossing Bank
0010037666,2002,M,Psychology,Classics,,Boston,MA,02114-2621,,Resident,Physician/Surgeon,Health Care/Hospital/Medical Serv.,Harvard Combined Ortho. Res. Prog.
0010037203,2002,F,Psychology,,,Boston,MA,02109,,Vice President,Investments,,Acadian Asset Management
0010007952,1990,M,Psychology,Political Science,,Boston,MA,02110-1133,,Partner,Attorney,Law/Legal Service/Courts,"Perry, Krumsiek & Jack, LLP"
0010038007,2002,M,Psychology,Economics,,Boston,MA,02114,,Senior Financial Analyst,Finance,Health Care/Hospital/Medical Serv.,Partners Healthcare
0010035367,2001,M,Psychology,Political Science,,Boston,MA,02116-6315,,,,Real Estate,Hammond Residential
0007517464,1975,M,Psychology,,,Boston,MA,02215,,Professor and Dean,Educator,Education - College/University,School of Education
0010008121,1987,F,Psychology,,,Boston,MA,02110,,,,,"Marsh USA, Inc."
0010050629,2008,F,Psychology,,,Boston,MA,02116-3305,,Investment Consultant,Investments,Banking/Financial Service,Natixis Global Associates
0010015380,1992,F,Psychology,Biology,,Boston,MA,02115-6106,,"Director, Research Compliance",Management,Health Care/Hospital/Medical Serv.,Brigham & Women's Hospital
0010041205,2004,F,Psychology,,,Boston,MA,02215-1704,,Associate Director of Planned Giving,Fundraising,Education - College/University,Boston University
0010021785,1995,M,Psychology,,,Boston,MA,02109-1775,,Senior Vice President,Banking,Banking/Financial Service,RBS Citizens N.A.
0010040147,2003,M,Psychology,American Studies,,Boston,MA,02210-2600,,Attorney,Attorney,Law/Legal Service/Courts,Foley Hoag LLP
0010039797,2003,F,Psychology,Women's Studies,,Boston,MA,02108-1001,,2nd Grade Teacher,Educator,Education - Pre-school-12,The Advent School
0010034723,2001,F,Psychology,,,Boston,MA,02116-3813,,Associate,Attorney,Law/Legal Service/Courts,Holland & Knight LLP
0010030181,1999,F,Psychology,,,Boston,MA,02118-2439,,,,,"BzzAgent, Inc."
0010039770,2003,F,Psychology,,,Boston,MA,02210-2600,,Associate,Attorney,Law/Legal Service/Courts,Foley Hoag LLP
0010028017,1998,F,Psychology,Neuroscience,,Boston,MA,02115-6084,,Assistant General Counsel,Attorney,Health Care/Hospital/Medical Serv.,Dana Farber Cancer Institute
0008021545,1980,F,Psychology,,,Boston,MA,02210-1130,,Service quality analyst,Investments,,National Quality Review
0010008268,1990,F,Psychology,,,Boston,MA,02215-1401,,"Assoc. Dean, Finance & Admin.",Educator,Education - College/University,Boston University
0010034818,2001,F,Psychology,Anthropology,,Boston,MA,02125,,Assistant Professor,Educator,Education - College/University,University of Massachusetts Boston
0007622908,1976,F,Psychology,,,Boston,MA,02110-1828,,Managing Director,,,US Trust
0010044146,2005,M,Psychology,,,Boston,MA,02110-4105,,Analyst,Finance,Real Estate,Eastdil Secured
0010039065,2003,M,Psychology,,,Boston,MA,02111,,Urology Resident,Physician/Surgeon,Health Care/Hospital/Medical Serv.,Brigham & Women's Hospital
0010030580,1999,M,Psychology,Biology,,Boston,MA,02114,,Neurosurgeon Resident,Physician/Surgeon,Health Care/Hospital/Medical Serv.,Massachusetts General Hospital
0010039605,2003,F,Psychology,,,Boston,MA,02215-1274,,Clinical Project Manager,Management,Health Care/Hospital/Medical Serv.,Harvard Clinical Research Institute
0010058340,2011,F,Psychology,,,Boston,MA,02114-2790,,Research Assistant,Research,Health Care/Hospital/Medical Serv.,Massachusetts General Hospital
0010056876,2011,F,Psychology,,,Boston,MA,02125,,Research Assistant,Psychology,Research/Laboratory,Ctr. for Social Dev. & Education
0010041434,2004,M,Psychology,,,Boston,MA,02121,,USA Manager,Management,Entertainment/Sports,Yunel Cruz Project
0010046174,2006,F,Psychology,,,Boston,MA,02114,,Assistant Team Leader,,Retail/Wholesale Trade,Whole Foods
0010051180,2008,F,Psychology,Economics,,Boston,MA,02111,,Account Manager,Management,,Full Contact
0007425294,1974,M,Psychology,,,Boston,MA,02116,,Business Analyst,,,Mass. Dept. of Transportation
0010057089,2011,F,Psychology,,,Boston,MA,02115,,General Management Prof. Intern,Arts Administrator,Arts Organization,Huntington Theatre Company
0010035135,2001,F,Psychology,,,Boston,MA,02215,,General Counsel,Attorney,Education - Pre-school-12,MATCH Charter Public School
0010021728,1995,F,Psychology,History,,Boston,MA,02110,,Partner,Accounting/Auditing,Insurance,PriceWaterhouseCoopers
0007430462,1974,M,Religion,,,Boston,MA,02109-4603,,Vice President,Information Technology Manager,,Fidelity Investments
0007804100,1978,M,Religion,,,Boston,MA,02116,,Partner,Attorney,Law/Legal Service/Courts,"Michienzie & Sawin, LLC"
0010015604,1992,M,Religion,,,Boston,MA,02111,,Executive Director,Management,,Tutors for All
0010037136,2002,F,Religion,,,Boston,MA,02114,,"Managing Director, Coaching Strategy",Education Administrator,Education - Pre-school-12,The Achievement Network
0010018205,1993,M,Religion,,,Boston,MA,02118,,,Physician/Surgeon,Health Care/Hospital/Medical Serv.,Self-employed
0008213912,1982,M,Religion,,,Boston,MA,02108-1518,,Software Developer,Programming,Government,Sec. of the Commonwealth of Mass.
0010008488,1986,M,Russian,,,Boston,MA,02113,,Assistant Physician,Physician/Surgeon,Health Care/Hospital/Medical Serv.,North End Community Health Center
0010035519,2001,F,Sociology,,,Boston,MA,02212,,Associate,Law/Legal Services (non-attorney),Law/Legal Service/Courts,"Nutter, McClennen & Fish LLP"
0010035471,2001,F,Sociology,,,Boston,MA,02115,,Nurse/Staff Dev. Specialist,Nurse/Nurse Pract./Physicians Asst.,Health Care/Hospital/Medical Serv.,Children's Hospital Boston
0010046569,2006,F,Sociology,,,Boston,MA,02199,,,,,Arnold Worldwide
0010025960,1997,M,Sociology,,,Boston,MA,02110,,Associate,Attorney,Law/Legal Service/Courts,DLA Piper
0010042198,2004,F,Sociology,,,Boston,MA,02215,,Resident in Radiology,Physician/Surgeon,Health Care/Hospital/Medical Serv.,Beth Israel Deaconess Medical Ctr.
0010030163,1999,F,Spanish,,,Boston,MA,02109,,Job Developer/Counselor,,,International Institute of Boston
0008171781,1981,M,Spanish,,,Boston,MA,02139,,T.O.D. Planning Manager,Urban Planning,Government,Office for Commonwealth Development
0010028236,1998,F,Spanish,Asian Studies,,Boston,MA,02110,,Senior Research Analyst,Research,,"MSCI, Inc."
0007538682,1975,F,Studio Art,,,Boston,MA,02111-2208,,Principal,Architecture,,Ann Beha Associates
0008127845,1981,M,Studio Art,,,Boston,MA,02127,,Architect,Architecture,Engineering/Architectural,Shepley Bulfinch Richardson & Abbott
0008440775,1984,M,Studio Art,History of Ideas,,Boston,MA,02110,,Senior V.P. and General Counsel,,,GID Investment Advisers LLC
0008202600,1982,M,Studio Art,,,Boston,MA,02111,,Senior Associate,Architecture,Engineering/Architectural,"ICON Architecture, Inc."
0007849080,1978,F,Studio Art,Art History,Environmental Studies,Boston,MA,02201,,Senior Planner III,,,Boston Redevelopment Authority
0004411722,1944,M,,,,Boston,MA,02109,,Registered Representative,Insurance,,Provident Mutual Life Ins.Co.of PA
0005369050,1953,M,,,,Boston,MA,02120,,,Attorney,,Conservation Law Foundation
0005462704,1954,M,,,,Boston,MA,02222-1091,,U.S. Administrative Law Judge,Attorney,,Office of Hearings & Appeals
0005240822,1952,M,,,,Boston,MA,02215-1401,,Professor of Philosophy,Educator,,Boston University
0005751659,1957,M,,,,Boston,MA,02114,,Leading Cardiologist,Physician/Surgeon,,Massachusetts General Hospital
0007702625,1977,F,,,,Boston,MA,02115-5701,,Research Assistant,Scientist,,Harvard Medical School
0008126730,1981,F,,,,Boston,MA,02115,,Electrophysiologist,Physician/Surgeon,,Brigham & Womens Hospital
0008150830,1981,F,,,,Boston,MA,02111,,Anesthesiologist,Physician/Surgeon,,New England Medical Center
0008064365,1980,F,,,,Boston,MA,02109-1817,,Vice President,Investments,,"Wellington Management Company, LLP"
0008217230,1982,M,,,,Boston,MA,02114-4241,,Technical Director,Theatre,,Suffolk University
0008400012,1984,F,,,,Boston,MA,02105-1992,,Vice President,Management,,State Street Corporation
0008400013,1984,F,,,,Boston,MA,02116,,Sr. Human Resources Consultant,Human Resources/Personnel,,BankBoston
0010010451,1986,F,,,,Boston,MA,02118,,,Physician/Surgeon,,Boston City Hospital
0010016415,1988,F,,,,Boston,MA,02120-2847,,"Clinical SW, Orthopedic Service",Health Care/Hospital,,New England Baptist Hospital
0010022905,1991,F,,,,Boston,MA,02116,,Consultant,Consulting,,Bain & Company
0010029408,1994,F,,,,Boston,MA,02109,,Research Associate,Investments,,Fleet Investment Advisors
0008286240,1982,F,,,,Boston,MA,02134-1004,,Continuity Director,Communications/Media,Media/Communications,WBZ-TV
0007608644,1976,F,,,,Boston,MA,02115,,Architect/Professor,Architecture,,Wentworth Institute of Technology
0008355213,1983,M,,,,Boston,MA,02110,,General Partner,Venture Capital,,Sigma Partners
0010010721,1986,M,,,,Boston,MA,02109,,V.P. of Marketing,Investments,,Fidelity Investments
0008163320,1981,M,,,,Boston,MA,02210,,Systems Administrator,Computing,,Thomson Financial Services
0008146550,1981,F,,,,Boston,MA,02210,,Tutor in Reading 1st/2nd Grade,Educator,Education - Pre-school-12,Boston Partners for Education
0010015588,1992,M,,,,Boston,MA,02109,,Fixed Income Analyst,Investments,Banking/Financial Service,Eaton Vance Management
0010038530,1998,F,,,,Boston,MA,02116-6507,,"Fin. Controls Certification Ofc, VP",Accounting/Auditing,Banking/Financial Service,State Street Bank
0008094535,1980,M,,,,Boston,MA,02109,,Principal,,,Transdel Corp.
0010025045,1992,F,,,,Boston,MA,02122,,Assistant Headmaster,,Education - Pre-school-12,Neighborhood House Charter School
0008336073,1983,F,,,,Boston,MA,02115,,Director of Network Services,Health Care/Hospital,Health Care/Hospital/Medical Serv.,Children's Hospital Boston
0007751245,1977,F,,,,Boston,MA,02110,,Director of Public Program,Consulting,,Rose Kennedy Greenway Conservancy
0007966908,1979,F,,,,Boston,MA,02115,,Professor,,Education - College/University,Northeastern Univ. School of Law
0007765500,1977,M,,,,Boston,MA,02111,,Prof. of Surgery & Chief CRS,Physician/Surgeon,Health Care/Hospital/Medical Serv.,Tufts Medical Center
0007695390,1976,F,,,,Boston,MA,02110,,Sr. Vice President,Banking,Banking/Financial Service,Bank of America
0007058427,1970,F,,,,Boston,MA,02114,,"Director, Institutional Support",,,Oxfam America
0004606668,1946,M,,,,Boston,MA,02115,,,,,
0007089128,1970,M,Biology,,,Bothell,WA,98011-8020,,Program Manager,,,Science & Applications Int'l Corp.
0007484709,1974,M,Geology,,,Bothell,WA,98011-8246,,Assistant Professor,Educator,Education - College/University,"Univ. of Washington, Bothell"
0010010502,1986,M,History,,,Bothell,WA,98011,,Senior Web Engineer,Internet/Web Design,Computers/Information Service,Mc-Graw Hill Learning Group Technology
0010018208,1993,M,Philosophy,,,Bothell,WA,98021-8431,,Legal Counsel,Attorney,Law/Legal Service/Courts,Philips Healthcare
0008049650,1980,M,American Civilization,,,Boulder,CO,80302,,Partner,Attorney,,Holland & Hart
0006511617,1965,M,American Studies,,,Boulder,CO,80309,,Charles Inglis Thomson Professor,Educator,Education - College/University,Univ. of Colorado School of Law
0010035156,2000,M,Art,,,Boulder,CO,80303,,Front Desk Supervisor,Hotel/Resort/Restaurant,Hospitality/Food Service,Best Western Boulder Inn
0010046214,2006,M,Astrophysics,,,Boulder,CO,80301,,Systems Engineer,Engineering,Engineering/Architectural,"Juwi Solar, Inc."
0006573810,1965,M,Biology,,,Boulder,CO,80303,,Ophthalmologist,Physician/Surgeon,Health Care/Hospital/Medical Serv.,Self-employed
0010030092,1999,F,Biology,,,Boulder,CO,80309,,Research Scientist,Scientist,,INSTAAR
0010028009,1998,F,Biology,,,Boulder,CO,80306,,Senior Associate,Environmental,Consulting,Stratus Consulting Inc.
0006439153,1964,M,Chemistry,,,Boulder,CO,80302-4022,,President,Accounting/Auditing,Accounting/Auditing/Bookeeping,"Thomas E. Healy, CPA, P.C."
0010030192,1999,M,Computer Science,Geosciences,,Boulder,CO,80307,,Associate Scientist III,Scientist,,National Center for Atmospheric Research
0008127130,1981,F,Economics,,,Boulder,CO,80301-3149,,Leadership Consultant/Executive Coaching,Other,Consulting,Krisalis Partners
0007865371,1978,F,Economics,,,Boulder,CO,80303,,System Analyst/Designer,Programming,Computers/Information Service,Mitchell Technology Services
0007936800,1979,F,English,Psychology,,Boulder,CO,80304-4104,,Pediatrician,Physician/Surgeon,Health Care/Hospital/Medical Serv.,Kaiser Permanente
0007322333,1973,F,English,,,Boulder,CO,80304,,President,Consulting,Media/Communications,"Flatirons Marketing & Comm., Inc"
0010015392,1992,F,English,American Studies,,Boulder,CO,80309,,Senior Assistant Dean of Students,Education Administrator,Education - College/University,University of Colorado Law School
0010021982,1995,M,English,,,Boulder,CO,80302,,Editor-in-Chief,,Publishing,Nutrition Business Journal
0006438205,1964,M,English,,,Boulder,CO,80309-0345,,"Prof./Chair, Psycholgy & Neuroscience",Educator,Education - College/University,University of Colorado
0010008390,1989,M,English Literature,,,Boulder,CO,80302-6749,,Managing Partner,Investments,Banking/Financial Service,"Montis Capital, LLC"
0007401669,1974,M,Geology,,,Boulder,CO,80309,,"Professor, Geological Sciences",Educator,Education - College/University,University of Colorado
0010008906,1987,M,Geology,,,Boulder,CO,80302-5282,,Managing Director,Investments,Banking/Financial Service,"Global Hunter Securities, LLC"
0010010087,1990,F,Geology & Mineralogy,,,Boulder,CO,80309,,Instructor in Environmental Studies,Educator,Education - College/University,University of Colorado
0010048809,2007,F,Geosciences,,,Boulder,CO,80302-4428,,Res. Analyst/Comms. Coordinator,Research,Professional Organization,Bikes Belong
0010010226,1988,M,History,,,Boulder,CO,80303,,Managing Director/Partner,Consulting,,Sterling-Rice Group
0008458992,1984,F,History,,,Boulder,CO,80303,,Riding Instructor/Competitor,Educator,Entertainment/Sports,"SVB Equestrian, LLC"
0008145192,1981,F,Mathematic Sciences,,,Boulder,CO,80309-0430,,Professor,Educator,Education - College/University,University of Colorado
0007121724,1971,M,Philosophy,,,Boulder,CO,80302,,Owner,Contractor,,Self-employed
0010010097,1990,M,Philosophy,,,Boulder,CO,80301,,,Advertising/Marketing,Consulting,RRC Associates
0006839128,1968,M,Physics,,,Boulder,CO,80303-2820,,Director,,,Healy-Lucullus
0005812931,1958,M,Physics,,,Boulder,CO,80309-1001,,Research Associate,Research,,Ctr. for Science & Tech. Policy Res.
0010021984,1995,F,Physics,Mathematics,,Boulder,CO,80309-0440,,,,,
0010032402,2000,F,Political Economy,,,Boulder,CO,80302,,Associate Strategist,,,Egg Strategy
0010010090,1989,M,Political Science,,,Boulder,CO,80306,,County Commissioner,Elected Official,Government,Boulder County
