major1,major2,Industry,gradyear,Salary
BIOL,,Education (Secondary),2009,148400
BIOL,,Unlisted,2009,148600
BIOL,,Unlisted,2009,148800
BIOL,,Unlisted,2009,149000
BIOL,,Social Work/Human Services,2009,149200
BIOL,,Unlisted,2009,149400
BIOL,,Graduate Studies,2009,149600
BIOL,,Graduate Studies,2009,149800
BIOL,,Unlisted,2009,150000
BIOL,,Law,2009,150200
BIOL,,Government,2009,150400
BIOL,,"Research, Other",2009,150600
BIOL,,Unlisted,2009,150800
BIOL,,Government,2009,151000
BIOL,,Unlisted,2009,151200
BIOL,,Education (Secondary),2009,151400
BIOL,,Unlisted,2009,151600
BIOL,,Education (Higher Education),2009,151800
BIOL,,Social Work/Human Services,2009,152000
BIOL,,Law,2010,152200
BIOL,,Journalism,2010,152400
BIOL,,Graduate Studies,2010,152600
BIOL,,Graduate Studies,2010,152800
BIOL,,Education (Secondary),2010,153000
BIOL,,Unlisted,2010,153200
BIOL,,Marketing/Market Research,2010,153400
BIOL,,Graduate Studies,2010,153600
BIOL,,Law,2010,153800
BIOL,,Entertainment,2010,154000
BIOL,,Unlisted,2010,154200
BIOL,,"Research,Scientific",2010,154400
BIOL,,Graduate Studies,2010,154600
BIOL,,Graduate Studies,2011,154800
BIOL,,Entertainment,2011,155000
BIOL,,Medicine,2011,155200
BIOL,,Unlisted,2011,155400
BIOL,,Graduate Studies,2011,155600
BIOL,,Unlisted,2011,155800
BIOL,,Unlisted,2011,156000
BIOL,,Unlisted,2011,156200
BIOL,,Unlisted,2011,156400
BIOL,,Unlisted,2011,156600
BIOL,,Finance,2011,156800
BIOL,,Unlisted,2011,157000
BIOL,,Unlisted,2011,157200
BIOL,,Fundraising/Development,2011,157400
BIOL,,Banking,2011,157600
BIOL,,Unlisted,2011,157800
BIOL,,Public Relations,2011,158000
BIOL,,Graduate Studies,2012,158200
BIOL,,Library Science,2012,158400
BIOL,,Graduate Studies,2012,158600
BIOL,,Medicine,2012,158800
BIOL,,Social Work/Human Services,2012,159000
BIOL,,Social Work/Human Services,2012,159200
BIOL,,Unlisted,2012,159400
BIOL,,Graduate Studies,2012,159600
BIOL,,Unlisted,2012,159800
BIOL,,Publishing,2012,160000
BIOL,,Law,2012,160200
BIOL,,Education (Secondary),2012,160400
BIOL,,Unlisted,2012,160600
BIOL,,Other,2012,160800
CHEM,ECON,Sports,2005,161000
CHEM,FREN,Computer,2002,161200
CHEM,GERM,Non-Profit Adminstration,2004,161400
CHEM,HIST,Unlisted,2009,161600
CHEM,INST,Law,2004,161800
CHEM,MATH,Education (Higher Education),2007,162000
CHEM,PHYS,Arts,2008,162200
CHEM,PHYS,Unlisted,2010,162400
CHEM,SOCY,Sports,2003,162600
CHEM,,Unlisted,2001,162800
CHEM,,Unlisted,2001,163000
CHEM,,Medicine,2001,163200
CHEM,,Education (Secondary),2001,163400
CHEM,,Unlisted,2001,163600
CHEM,,Education (Secondary),2001,163800
CHEM,,Unlisted,2002,164000
CHEM,,Education (Secondary),2002,164200
CHEM,,Marketing/Market Research,2002,164400
CHEM,,Unlisted,2002,164600
CHEM,,Consulting,2002,164800
CHEM,,Law,2002,165000
CHEM,,Other,2003,165200
CHEM,,Investment/Securities,2003,165400
CHEM,,Unlisted,2003,165600
CHEM,,Education (Secondary),2003,165800
CHEM,,Arts,2003,166000
CHEM,,Unlisted,2004,166200
CHEM,,Unlisted,2004,166400
CHEM,,Law Enforcement,2004,166600
CHEM,,Unlisted,2004,166800
CHEM,,"Research,Scientific",2005,167000
CHEM,,Government,2005,167200
CHEM,,Unlisted,2005,167400
CHEM,,Education (Secondary),2005,167600
CHEM,,Education (Secondary),2005,167800
CHEM,,Unlisted,2006,168000
CHEM,,Government,2006,168200
CHEM,,Education (Secondary),2006,168400
CHEM,,"Research,Scientific",2006,168600
CHEM,,Graduate Studies,2006,168800
CHEM,,Education (Secondary),2006,169000
CHEM,,Unlisted,2006,169200
CHEM,,Unlisted,2006,169400
CHEM,,Unlisted,2007,169600
CHEM,,Entertainment,2007,169800
CHEM,,Unlisted,2007,170000
CHEM,,Unlisted,2007,170200
CHEM,,Social Work/Human Services,2007,170400
CHEM,,Unlisted,2009,170600
CHEM,,Unlisted,2009,170800
CHEM,,Unlisted,2009,171000
CHEM,,Medicine,2009,171200
CHEM,,Government,2009,171400
CHEM,,Unlisted,2009,171600
CHEM,,Non-Profit Adminstration,2010,171800
CHEM,,Graduate Studies,2010,172000
CHEM,,Unlisted,2010,172200
CHEM,,Computer,2011,172400
CLAS,ECON,"Research,Scientific",2012,172600
CLAS,ENGL,Unlisted,2002,172800
CLAS,ENGL,Homemaker,2005,173000
CLAS,ENGL,Education (Higher Education),2006,173200
CLAS,ENGL,Unlisted,2008,173400
CLAS,ENGL,Finance,2009,173600
CLAS,ENGL,Museum Work,2010,173800
CLAS,ENGL,Unlisted,2010,174000
CLAS,ENGL,Education (Secondary),2011,174200
CLAS,HIST,Graduate Studies,2010,174400
CLAS,MATH,Self Employed,2007,174600
CLAS,MLL,Unlisted,2008,174800
CLAS,MUSC,Law,2004,175000
CLAS,PHIL,Education (Secondary),2004,175200
CLAS,PHIL,Unlisted,2005,175400
CLAS,PHYS,Energy Industries,2012,175600
CLAS,PSCI,Unlisted,2004,175800
CLAS,PSCI,Entertainment,2004,176000
CLAS,PSCI,Unlisted,2008,176200
CLAS,PSYC,Unlisted,2010,176400
CLAS,RELN,ECommerce/Web,2001,176600
CLAS,RELN,Unlisted,2001,176800
CLAS,,Other,2001,177000
CLAS,,Unlisted,2001,177200
CLAS,,Unlisted,2001,177400
CLAS,,Unlisted,2001,177600
CLAS,,Law,2002,177800
CLAS,,Unlisted,2002,178000
CLAS,,Unlisted,2002,178200
CLAS,,Unlisted,2003,178400
CLAS,,Unlisted,2004,178600
CLAS,,Unlisted,2005,178800
CLAS,,Nursing,2005,179000
CLAS,,Other,2005,179200
CLAS,,Unlisted,2005,179400
CLAS,,Education (Secondary),2005,179600
CLAS,,Education (Higher Education),2005,179800
CLAS,,Graduate Studies,2006,180000
CLAS,,Publishing,2006,180200
CLAS,,Education (Elementary),2006,180400
CLAS,,Education (Elementary),2006,180600
CLAS,,Agriculture,2007,180800
CLAS,,Unlisted,2007,181000
CLAS,,Unlisted,2007,181200
CLAS,,Unlisted,2007,181400
CLAS,,Unlisted,2007,181600
CLAS,,Education (Higher Education),2007,181800
CLAS,,Other,2007,182000
CLAS,,Accounting,2007,182200
CLAS,,Unlisted,2007,182400
CLAS,,Publishing,2008,182600
CLAS,,Graduate Studies,2008,182800
CLAS,,Unlisted,2009,183000
CLAS,,Medicine,2009,183200
CLAS,,Education (Elementary),2009,183400
CLAS,,Unlisted,2009,183600
CLAS,,Homemaker,2009,183800
CLAS,,Law,2009,184000
CLAS,,Unlisted,2010,184200
CLAS,,Unlisted,2010,184400
CLAS,,Unlisted,2010,184600
CLAS,,Non-Profit Adminstration,2010,184800
CLAS,,Arts,2010,185000
CLAS,,Graduate Studies,2010,185200
CLAS,,Unlisted,2011,185400
CLAS,,Insurance,2011,185600
CLAS,,Social Work/Human Services,2011,185800
CLAS,,Graduate Studies,2011,186000
CLAS,,Education (Secondary),2011,186200
CLAS,,Unlisted,2012,186400
DANC,ENGL,Unlisted,1995,186600
DANC,ENGL,Law,2004,186800
DANC,ENGL,Entertainment,2004,187000
DANC,ENGL,Education (Elementary),2009,187200
DANC,HIST,Unlisted,2003,187400
DANC,HIST,Entertainment,2010,187600
DANC,INST,Graduate Studies,2004,187800
DANC,INST,Other,2005,188000
DANC,INST,Education (Higher Education),2008,188200
DANC,PHIL,Unlisted,2005,188400
DANC,PSCI,Education (Higher Education),2007,188600
DANC,PSYC,Unlisted,2006,188800
DANC,SOCY,Journalism,2009,189000
DANC,SPAN,Law,2006,189200
DANC,,Marketing/Market Research,1997,189400
DANC,,Graduate Studies,1998,189600
DANC,,Unlisted,1998,189800
DANC,,ECommerce/Web,2000,190000
DANC,,Sales,2000,190200
DANC,,Other,2003,190400
DANC,,Journalism,2005,190600
DANC,,Unlisted,2006,190800
DANC,,Graduate Studies,2007,191000
DANC,,Transportation,2008,191200
DANC,,Veterinary/Animal Care,2008,191400
DANC,,Education (Higher Education),2008,191600
DANC,,Graduate Studies,2009,191800
DANC,,Unlisted,2010,192000
DRAM,ECON,Unlisted,2005,192200
DRAM,ECON,Unlisted,2006,192400
DRAM,ENGL,Unlisted,2001,192600
DRAM,ENGL,Unlisted,2002,192800
DRAM,ENGL,Social Work/Human Services,2002,193000
DRAM,ENGL,Unlisted,2002,193200
DRAM,ENGL,Government,2003,193400
DRAM,ENGL,Unlisted,2003,193600
DRAM,ENGL,Education (Secondary),2004,193800
DRAM,ENGL,Unlisted,2004,194000
DRAM,ENGL,Other,2005,194200
DRAM,ENGL,Engineering,2005,194400
DRAM,ENGL,Unlisted,2005,194600
DRAM,ENGL,Unlisted,2006,194800
DRAM,ENGL,Unlisted,2007,195000
DRAM,ENGL,Unlisted,2007,195200
DRAM,ENGL,Energy Industries,2007,195400
DRAM,ENGL,Law,2007,195600
DRAM,ENGL,Arts,2007,195800
DRAM,ENGL,Unlisted,2007,196000
DRAM,ENGL,Insurance,2007,196200
DRAM,ENGL,Sports,2008,196400
DRAM,ENGL,Unlisted,2008,196600
DRAM,ENGL,Finance,2008,196800
DRAM,ENGL,Medicine,2008,197000
DRAM,ENGL,Other,2009,197200
DRAM,ENGL,"Research, Other",2009,197400
DRAM,ENGL,Unlisted,2009,197600
DRAM,ENGL,Unlisted,2010,197800
DRAM,ENGL,Education (Higher Education),2011,198000
DRAM,ENGL,Self Employed,2011,198200
DRAM,ENGL,Unlisted,2011,198400
DRAM,ENGL,Writing,2011,198600
DRAM,ENGL,Other,2011,198800
DRAM,ENGL,Unlisted,2012,199000
DRAM,FREN,Education (Higher Education),2006,199200
DRAM,HIST,Education (Higher Education),2003,199400
DRAM,HIST,Education (Higher Education),2005,199600
DRAM,HIST,Business,2005,199800
DRAM,MUSC,Social Work/Human Services,2003,200000
DRAM,MUSC,Law,2005,200200
DRAM,MUSC,Unlisted,2007,200400
DRAM,MUSC,Graduate Studies,2009,200600
DRAM,PSCI,Unlisted,2001,200800
DRAM,PSCI,Non-Profit Adminstration,2004,201000
DRAM,PSCI,Social Work/Human Services,2007,201200
DRAM,PSCI,Government,2008,201400
DRAM,PSCI,Education (Secondary),2009,201600
DRAM,PSCI,Education (Secondary),2010,201800
DRAM,PSYC,Government,2007,202000
DRAM,PSYC,Other,2011,202200
DRAM,SOCY,Unlisted,2005,202400
DRAM,SOCY,Other,2012,202600
DRAM,SPAN,Publishing,2002,202800
DRAM,SPAN,Unlisted,2009,203000
DRAM,,"Research, Other",2001,203200
DRAM,,Public Relations,2001,203400
DRAM,,Journalism,2001,203600
DRAM,,Unlisted,2001,203800
DRAM,,Graduate Studies,2002,204000
DRAM,,Law,2002,204200
DRAM,,Human Resources,2002,204400
DRAM,,Unlisted,2002,204600
DRAM,,Unlisted,2002,204800
DRAM,,Graduate Studies,2002,205000
DRAM,,Education (Elementary),2002,205200
DRAM,,Other,2002,205400
DRAM,,Graduate Studies,2002,205600
DRAM,,Unlisted,2002,205800
DRAM,,Education (Elementary),2003,206000
DRAM,,Unlisted,2003,206200
DRAM,,Medicine,2003,206400
DRAM,,Unlisted,2003,206600
DRAM,,Marketing/Market Research,2003,206800
DRAM,,Museum Work,2003,207000
DRAM,,Unlisted,2003,207200
DRAM,,Unlisted,2003,207400
DRAM,,Unlisted,2003,207600
DRAM,,Other,2003,207800
DRAM,,Unlisted,2003,208000
DRAM,,Graduate Studies,2003,208200
DRAM,,Unlisted,2004,208400
DRAM,,Unlisted,2004,208600
DRAM,,Unlisted,2004,208800
DRAM,,Unlisted,2004,209000
DRAM,,Unlisted,2004,209200
DRAM,,Fundraising/Development,2004,209400
DRAM,,Unlisted,2004,209600
DRAM,,Unlisted,2004,209800
DRAM,,Social Work/Human Services,2004,210000
DRAM,,Entertainment,2004,210200
DRAM,,Unlisted,2004,210400
DRAM,,Unlisted,2004,210600
DRAM,,Museum Work,2004,210800
DRAM,,Environment/Ecology,2004,211000
DRAM,,Unlisted,2004,211200
DRAM,,Government,2005,211400
DRAM,,Government,2005,211600
DRAM,,Graduate Studies,2005,211800
DRAM,,Unlisted,2005,212000
DRAM,,Unlisted,2005,212200
DRAM,,Unlisted,2005,212400
DRAM,,Sports,2005,212600
DRAM,,Graduate Studies,2005,212800
DRAM,,Museum Work,2005,213000
DRAM,,Other,2005,213200
DRAM,,Other,2005,213400
DRAM,,Veterinary/Animal Care,2005,213600
DRAM,,Law,2005,213800
DRAM,,Education (Higher Education),2005,214000
DRAM,,Unlisted,2006,214200
DRAM,,Unlisted,2006,214400
DRAM,,Unlisted,2006,214600
DRAM,,Graduate Studies,2006,214800
DRAM,,Law,2006,215000
DRAM,,Education (Higher Education),2006,215200
DRAM,,Unlisted,2006,215400
DRAM,,Graduate Studies,2006,215600
DRAM,,Unlisted,2007,215800
DRAM,,Graduate Studies,2007,216000
DRAM,,Unlisted,2007,216200
DRAM,,Unlisted,2007,216400
DRAM,,Marketing/Market Research,2007,216600
DRAM,,Unlisted,2007,216800
DRAM,,Business,2008,217000
DRAM,,Unlisted,2008,217200
DRAM,,Other,2008,217400
DRAM,,Unlisted,2008,217600
DRAM,,Marketing/Market Research,2008,217800
DRAM,,"Research, Other",2008,218000
DRAM,,International,2008,218200
DRAM,,Unlisted,2008,218400
DRAM,,Law,2008,218600
DRAM,,Entertainment,2008,218800
DRAM,,Unlisted,2008,219000
DRAM,,Non-Profit Adminstration,2008,219200
DRAM,,Unlisted,2008,219400
DRAM,,"Research,Scientific",2008,219600
DRAM,,Sports,2008,219800
DRAM,,Unlisted,2008,220000
DRAM,,Unlisted,2009,220200
DRAM,,Unlisted,2009,220400
DRAM,,Journalism,2009,220600
DRAM,,Unlisted,2009,220800
DRAM,,Unlisted,2009,221000
DRAM,,Education (Elementary),2009,221200
DRAM,,Psychology/Counseling/Therapy,2009,221400
DRAM,,Non-Profit Adminstration,2009,221600
DRAM,,Arts,2009,221800
DRAM,,Music,2009,222000
DRAM,,Law,2009,222200
DRAM,,Unlisted,2009,222400
DRAM,,Computer,2009,222600
DRAM,,Unlisted,2009,222800
DRAM,,Marketing/Market Research,2009,223000
DRAM,,Law,2010,223200
DRAM,,Unlisted,2010,223400
DRAM,,Unlisted,2010,223600
DRAM,,Fundraising/Development,2010,223800
DRAM,,Medicine,2010,224000
DRAM,,Homemaker,2010,224200
DRAM,,Unlisted,2010,224400
DRAM,,Unlisted,2010,224600
DRAM,,Business,2010,224800
DRAM,,Education (Secondary),2010,225000
DRAM,,Graduate Studies,2010,225200
DRAM,,Unlisted,2010,225400
DRAM,,Merchandising/Retail,2011,225600
DRAM,,Education (Secondary),2011,225800
DRAM,,Unlisted,2011,226000
DRAM,,Entertainment,2011,226200
DRAM,,Unlisted,2012,226400
DRAM,,Broadcast-Radio/Television,2012,226600
DRAM,,Unlisted,2012,226800
DRAM,,Marketing/Market Research,2012,227000
DRAM,,Education (Elementary),2012,227200
DRAM,,Ministry,2012,227400
ECON,ENGL,Unlisted,2003,227600
ECON,ENGL,Non-Profit Adminstration,2008,227800
ECON,ENGL,Entertainment,2008,228000
ECON,ENGL,Education (Higher Education),2010,228200
ECON,ENGL,Other,2011,228400
ECON,FREN,Graduate Studies,2009,228600
ECON,HIST,Government,2003,228800
ECON,HIST,Medicine,2004,229000
ECON,HIST,Other,2008,229200
ECON,HIST,Unlisted,2011,229400
ECON,INST,Unlisted,2002,229600
ECON,INST,Other,2004,229800
ECON,INST,Self Employed,2004,230000
ECON,INST,Unlisted,2006,230200
ECON,INST,Unlisted,2006,230400
ECON,INST,Insurance,2006,230600
ECON,INST,Environment/Ecology,2008,230800
ECON,INST,Law,2009,231000
ECON,INST,Unlisted,2009,231200
ECON,INST,Advertising,2012,231400
ECON,INST,Health Care,2012,231600
ECON,MATH,Education (Secondary),2001,231800
ECON,MATH,Other,2001,232000
ECON,MATH,Other,2002,232200
ECON,MATH,Museum Work,2002,232400
ECON,MATH,Marketing/Market Research,2002,232600
ECON,MATH,Graduate Studies,2003,232800
ECON,MATH,Museum Work,2004,233000
ECON,MATH,Government,2004,233200
ECON,MATH,Health Care,2004,233400
ECON,MATH,Other,2005,233600
ECON,MATH,Law,2005,233800
ECON,MATH,Fundraising/Development,2006,234000
ECON,MATH,Unlisted,2007,234200
ECON,MATH,Consulting,2007,234400
ECON,MATH,Unlisted,2008,234600
ECON,MATH,Journalism,2008,234800
ECON,MATH,Education (Secondary),2008,235000
ECON,MATH,Unlisted,2008,235200
ECON,MATH,Non-Profit Adminstration,2009,235400
ECON,MATH,Government,2009,235600
ECON,MATH,Unlisted,2010,235800
ECON,MATH,Other,2010,236000
ECON,MATH,"Research,Scientific",2011,236200
ECON,MATH,Government,2011,236400
ECON,MATH,Sports,2012,236600
ECON,MATH,Other,2012,236800
ECON,MLL,Education (Higher Education),2010,237000
ECON,MLL,Hotel/Food Management,2012,237200
ECON,MLL,Unlisted,2012,237400
ECON,MLL,Education (Higher Education),2012,237600
ECON,MUSC,Unlisted,2003,237800
ECON,MUSC,Real Estate,2006,238000
ECON,MUSC,Education (Secondary),2007,238200
ECON,MUSC,Business,2010,238400
ECON,PHIL,Unlisted,2008,238600
ECON,PHIL,Fundraising/Development,2008,238800
ECON,PHIL,Unlisted,2009,239000
ECON,PHYS,Marketing/Market Research,2003,239200
ECON,PHYS,Unlisted,2010,239400
ECON,PSCI,Government,2002,239600
ECON,PSCI,Unlisted,2003,239800
ECON,PSCI,Law,2006,240000
ECON,PSCI,Other,2006,240200
ECON,PSCI,Unlisted,2006,240400
ECON,PSCI,Medicine,2007,240600
ECON,PSCI,Unlisted,2007,240800
ECON,PSCI,Health Care,2007,241000
ECON,PSCI,Museum Work,2008,241200
ECON,PSCI,Real Estate,2008,241400
ECON,PSCI,Insurance,2008,241600
ECON,PSCI,Unlisted,2009,241800
ECON,PSCI,Construction,2009,242000
ECON,PSCI,Law,2009,242200
ECON,PSCI,Education (Secondary),2009,242400
ECON,PSCI,Unlisted,2009,242600
ECON,PSCI,Law,2009,242800
ECON,PSCI,Unlisted,2010,243000
ECON,PSCI,Unlisted,2010,243200
ECON,PSCI,Psychology/Counseling/Therapy,2010,243400
ECON,PSCI,Other,2011,243600
ECON,PSCI,Journalism,2011,243800
ECON,PSCI,Unlisted,2012,244000
ECON,PSYC,Self Employed,2007,244200
ECON,PSYC,Law,2008,244400
ECON,PSYC,Graduate Studies,2008,244600
ECON,PSYC,Unlisted,2008,244800
ECON,PSYC,Graduate Studies,2012,245000
ECON,PSYC,Unlisted,2012,245200
ECON,RLST,Education (Secondary),2011,245400
ECON,SPAN,Unlisted,2002,245600
ECON,SPAN,Education (Higher Education),2004,245800
ECON,SPAN,Psychology/Counseling/Therapy,2005,246000
ECON,SPAN,Medicine,2007,246200
ECON,SPAN,Education (Secondary),2012,246400
ECON,,Unlisted,2001,246600
ECON,,Graduate Studies,2001,246800
ECON,,Medicine,2001,247000
ECON,,Unlisted,2001,247200
ECON,,Graduate Studies,2002,247400
ECON,,Banking,2002,247600
ECON,,Unlisted,2002,247800
ECON,,Education (Secondary),2002,248000
ECON,,Unlisted,2002,248200
ECON,,Graduate Studies,2002,248400
ECON,,Education (Elementary),2002,248600
ECON,,Other,2002,248800
ECON,,Graduate Studies,2002,249000
ECON,,Unlisted,2002,249200
ECON,,Marketing/Market Research,2002,249400
ECON,,Unlisted,2002,249600
ECON,,Law,2003,249800
ECON,,Unlisted,2003,250000
ECON,,Unlisted,2003,250200
ECON,,Education (Elementary),2003,250400
ECON,,Unlisted,2003,250600
ECON,,Unlisted,2003,250800
ECON,,Unlisted,2003,251000
ECON,,Entertainment,2003,251200
ECON,,Unlisted,2003,251400
ECON,,Graduate Studies,2003,251600
ECON,,Unlisted,2003,251800
ECON,,Unlisted,2003,252000
ECON,,Unlisted,2003,252200
ECON,,Other,2003,252400
ECON,,Unlisted,2003,252600
ECON,,Agriculture,2004,252800
ECON,,Education (Higher Education),2004,253000
ECON,,Unlisted,2004,253200
ECON,,Unlisted,2004,253400
ECON,,Graduate Studies,2004,253600
ECON,,Unlisted,2004,253800
ECON,,Unlisted,2004,254000
ECON,,Unlisted,2004,254200
ECON,,Other,2004,254400
ECON,,Unlisted,2004,254600
ECON,,Writing,2004,254800
ECON,,Education (Higher Education),2004,255000
ECON,,Unlisted,2005,255200
ECON,,Unlisted,2005,255400
ECON,,Graduate Studies,2005,255600
ECON,,Government,2005,255800
ECON,,Other,2005,256000
ECON,,Unlisted,2005,256200
ECON,,Unlisted,2005,256400
ECON,,Sales,2005,256600
ECON,,Other,2005,256800
ECON,,Publishing,2005,257000
ECON,,Health Care,2005,257200
ECON,,Law,2005,257400
ECON,,Graduate Studies,2005,257600
ECON,,Graduate Studies,2006,257800
ECON,,Fundraising/Development,2006,258000
ECON,,Unlisted,2006,258200
ECON,,Graduate Studies,2006,258400
ECON,,Merchandising/Retail,2006,258600
ECON,,Unlisted,2006,258800
ECON,,Marketing/Market Research,2006,259000
ECON,,Unlisted,2006,259200
ECON,,Health Care,2006,259400
ECON,,Writing,2006,259600
ECON,,Unlisted,2006,259800
ECON,,Unlisted,2006,260000
ECON,,Education (Secondary),2006,260200
ECON,,Other,2006,260400
ECON,,Unlisted,2007,260600
ECON,,Non-Profit Adminstration,2007,260800
ECON,,Law,2007,261000
ECON,,Marketing/Market Research,2007,261200
ECON,,ECommerce/Web,2007,261400
ECON,,Graduate Studies,2007,261600
ECON,,Journalism,2007,261800
ECON,,Unlisted,2007,262000
ECON,,Unlisted,2007,262200
ECON,,Education (Secondary),2007,262400
ECON,,Unlisted,2007,262600
ECON,,Unlisted,2007,262800
ECON,,Unlisted,2007,263000
ECON,,Law,2007,263200
ECON,,Unlisted,2007,263400
ECON,,Graduate Studies,2007,263600
ECON,,Other,2008,263800
ECON,,Unlisted,2008,264000
ECON,,Education (Elementary),2008,264200
ECON,,Fundraising/Development,2008,264400
ECON,,Education (Elementary),2008,264600
ECON,,Unlisted,2008,264800
ECON,,Unlisted,2008,265000
ECON,,Graduate Studies,2008,265200
ECON,,Education (Elementary),2008,265400
ECON,,Unlisted,2008,265600
ECON,,Graduate Studies,2008,265800
ECON,,Unlisted,2008,266000
ECON,,Psychology/Counseling/Therapy,2008,266200
ECON,,Non-Profit Adminstration,2008,266400
ECON,,Unlisted,2008,266600
ECON,,Unlisted,2008,266800
ECON,,Government,2008,267000
ECON,,Unlisted,2008,267200
ECON,,Unlisted,2008,267400
ECON,,Unlisted,2009,267600
ECON,,Unlisted,2009,267800
ECON,,Unlisted,2009,268000
ECON,,"Research, Other",2009,268200
ECON,,Other,2009,268400
ECON,,Merchandising/Retail,2009,268600
ECON,,Unlisted,2009,268800
ECON,,Graduate Studies,2009,269000
ECON,,Unlisted,2009,269200
ECON,,Unlisted,2009,269400
ECON,,Graduate Studies,2009,269600
ECON,,Unlisted,2009,269800
ECON,,Unlisted,2009,270000
ECON,,Unlisted,2009,270200
ECON,,Unlisted,2009,270400
ECON,,Publishing,2009,270600
ECON,,Entertainment,2009,270800
ECON,,Education (Higher Education),2009,271000
ECON,,Unlisted,2009,271200
ECON,,Graduate Studies,2009,271400
ECON,,Unlisted,2010,271600
ECON,,Education (Higher Education),2010,271800
ECON,,Photography,2010,272000
ECON,,Finance,2010,272200
ECON,,Music,2010,272400
ECON,,Unlisted,2010,272600
ECON,,Health Care,2010,272800
ECON,,Unlisted,2010,273000
ECON,,Unlisted,2010,273200
ECON,,Other,2010,273400
ECON,,Unlisted,2010,273600
ECON,,Graduate Studies,2010,273800
ECON,,Computer,2010,274000
ECON,,Law,2010,274200
ECON,,Graduate Studies,2010,274400
ECON,,Agriculture,2010,274600
ECON,,Advertising,2010,274800
ECON,,Unlisted,2010,275000
ECON,,Education (Elementary),2010,275200
ECON,,Marketing/Market Research,2010,275400
ECON,,Other,2010,275600
ECON,,Graduate Studies,2010,275800
ECON,,Graduate Studies,2010,276000
ECON,,Education (Higher Education),2010,276200
ECON,,"Research,Scientific",2010,276400
ECON,,Unlisted,2010,276600
ECON,,Graduate Studies,2010,276800
ECON,,Unlisted,2010,277000
ECON,,Graduate Studies,2010,277200
ECON,,Graduate Studies,2010,277400
ECON,,Graduate Studies,2010,277600
ECON,,Graduate Studies,2010,277800
ECON,,Finance,2010,278000
ECON,,Veterinary/Animal Care,2010,278200
ECON,,Unlisted,2010,278400
ECON,,Graduate Studies,2010,278600
ECON,,Graduate Studies,2010,278800
ECON,,Publishing,2011,279000
ECON,,Unlisted,2011,279200
ECON,,Unlisted,2011,279400
ECON,,Unlisted,2011,279600
ECON,,Unlisted,2011,279800
ECON,,Sports,2011,280000
ECON,,Graduate Studies,2011,280200
ECON,,Graduate Studies,2011,280400
ECON,,Unlisted,2011,280600
ECON,,Unlisted,2011,280800
ECON,,Other,2011,281000
ECON,,Education (Secondary),2011,281200
ECON,,Medicine,2011,281400
ECON,,Military,2011,281600
ECON,,Law,2011,281800
ECON,,Energy Industries,2011,282000
ECON,,Psychology/Counseling/Therapy,2011,282200
ECON,,Computer,2011,282400
ECON,,Law,2011,282600
ECON,,Unlisted,2011,282800
ECON,,Computer,2011,283000
ECON,,Graduate Studies,2011,283200
ECON,,Unlisted,2011,283400
ECON,,Unlisted,2011,283600
ECON,,Graduate Studies,2011,283800
ECON,,Business,2011,284000
ECON,,Unlisted,2011,284200
ECON,,Marketing/Market Research,2011,284400
ECON,,Unlisted,2011,284600
ECON,,Transportation,2011,284800
ECON,,Unlisted,2011,285000
ECON,,Marketing/Market Research,2011,285200
ECON,,Other,2011,285400
ECON,,Unlisted,2011,285600
ECON,,"Research, Other",2012,285800
ECON,,International,2012,286000
ECON,,Consulting,2012,286200
ECON,,Unlisted,2012,286400
ECON,,Unlisted,2012,286600
ECON,,Entertainment,2012,286800
ECON,,Unlisted,2012,287000
ECON,,Graduate Studies,2012,287200
ECON,,Unlisted,2012,287400
ECON,,Other,2012,287600
ECON,,Other,2012,287800
ECON,,Education (Higher Education),2012,288000
ECON,,"Research,Scientific",2012,288200
ECON,,Unlisted,2012,288400
ECON,,Law,2012,288600
ECON,,Education (Secondary),2012,288800
ECON,,Graduate Studies,2012,289000
ECON,,Other,2012,289200
ENGL,FREN,Social Work/Human Services,2005,289400
ENGL,FREN,Unlisted,2005,289600
ENGL,FREN,Consulting,2007,289800
ENGL,FREN,Unlisted,2007,290000
ENGL,FREN,Entertainment,2007,290200
ENGL,FREN,Psychology/Counseling/Therapy,2008,290400
ENGL,FREN,Education (Higher Education),2011,290600
ENGL,GERM,Computer,2003,290800
ENGL,GERM,Unlisted,2009,291000
ENGL,GERM,Government,2012,291200
ENGL,HIST,Education (Higher Education),2002,291400
ENGL,HIST,Unlisted,2002,291600
ENGL,HIST,Education (Higher Education),2002,291800
ENGL,HIST,Non-Profit Adminstration,2002,292000
ENGL,HIST,Graduate Studies,2002,292200
ENGL,HIST,Consulting,2003,292400
ENGL,HIST,Graduate Studies,2004,292600
ENGL,HIST,Education (Higher Education),2004,292800
ENGL,HIST,Public Relations,2007,293000
ENGL,HIST,Medicine,2007,293200
ENGL,HIST,Unlisted,2007,293400
ENGL,HIST,Other,2009,293600
ENGL,INST,Education (Secondary),2007,293800
ENGL,MATH,Medicine,2006,294000
ENGL,MATH,Education (Elementary),2010,294200
ENGL,MLL,Unlisted,2003,294400
ENGL,MLL,Self Employed,2003,294600
ENGL,MLL,Education (Secondary),2008,294800
ENGL,MLL,Unlisted,2008,295000
ENGL,MLL,Museum Work,2008,295200
ENGL,MLL,Education (Secondary),2009,295400
ENGL,MLL,Finance,2010,295600
ENGL,MLL,Unlisted,2010,295800
